iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,total_deaths_per_million,reproduction_rate,hosp_patients,total_tests,positive_rate,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,population,population_density,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,hospital_beds_per_thousand,life_expectancy,human_development_index
IND,Asia,India,1/30/2020,1,1,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,1/31/2020,1,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/1/2020,1,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/2/2020,2,1,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/3/2020,3,1,0,0,0,0,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/4/2020,3,0,0.429,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/5/2020,3,0,0.429,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/6/2020,3,0,0.286,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/7/2020,3,0,0.286,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/8/2020,3,0,0.286,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/9/2020,3,0,0.143,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/10/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/11/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/12/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/13/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/14/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/15/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/16/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/17/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/18/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/19/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/20/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/21/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/22/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/23/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/24/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/25/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/26/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/27/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/28/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,2/29/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/1/2020,3,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/2/2020,5,2,0.286,0,0,0,0.004,0.001,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/3/2020,5,0,0.286,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/4/2020,28,23,3.571,0,0,0,0.02,0.016,0,0,0,0,0,0,0,0,0,0,0,10.19,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/5/2020,30,2,3.857,0,0,0,0.021,0.001,0,0,0,0,0,0,0,0,0,0,0,26.85,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/6/2020,31,1,4,0,0,0,0.022,0.001,0,0,0,0,0,0,0,0,0,0,0,26.85,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/7/2020,34,3,4.429,0,0,0,0.024,0.002,0,0,0,0,0,0,0,0,0,0,0,26.85,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/8/2020,39,5,5.143,0,0,0,0.028,0.004,0,0,0,0,0,0,0,0,0,0,0,26.85,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/9/2020,43,4,5.429,0,0,0,0.031,0.003,0,0,0,0,0,0,0,0,0,0,0,26.85,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/10/2020,56,13,7.286,0,0,0,0.04,0.009,0,0,0,0,0,0,0,0,0,0,0,26.85,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/11/2020,62,6,4.857,1,1,0,0.044,0.004,0.001,0,0,0,0,0,0,0,0,0,0,26.85,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/12/2020,73,11,6.143,1,0,0,0.052,0.008,0.001,0,0,0,0,0,0,0,0,0,0,26.85,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/13/2020,82,9,7.286,2,1,0,0.058,0.006,0.001,0,0,6500,0,samples tested,0,0,0,0,0,41.67,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/14/2020,102,20,9.714,2,0,0,0.072,0.014,0.001,0,0,0,0,samples tested,0,0,0,0,0,41.67,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/15/2020,113,11,10.571,2,0,0,0.08,0.008,0.001,1.48,0,0,0,samples tested,0,0,0,0,0,44.44,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/16/2020,119,6,10.857,2,0,0.286,0.085,0.004,0.001,1.51,0,0,0,samples tested,0,0,0,0,0,44.44,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/17/2020,142,23,12.286,3,1,0.429,0.101,0.016,0.002,1.68,0,0,0,samples tested,0,0,0,0,0,44.44,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/18/2020,156,14,13.429,3,0,0.286,0.111,0.01,0.002,1.8,0,13125,0,samples tested,0,0,0,0,0,44.44,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/19/2020,194,38,17.286,4,1,0.429,0.138,0.027,0.003,2.04,0,13316,0,samples tested,0,0,0,0,0,44.44,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/20/2020,244,50,23.143,5,1,0.429,0.173,0.036,0.004,2.22,0,14376,0.0206,samples tested,0,0,0,0,0,44.44,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/21/2020,330,86,32.571,4,0,0,0.234,0.061,0.003,2.32,0,15701,0.029,samples tested,0,0,0,0,0,44.44,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/22/2020,396,66,40.429,7,3,0.857,0.281,0.047,0.005,2.28,0,16999,0.0361,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/23/2020,499,103,54.286,10,3,1.286,0.355,0.073,0.007,2.2,0,20707,0.0371,samples tested,0,0,0,0,0,86.57,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/24/2020,536,37,56.286,10,0,1.143,0.381,0.026,0.007,2.1,0,20864,0.0435,samples tested,0,0,0,0,0,86.57,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/25/2020,657,121,71.571,12,2,1.429,0.467,0.086,0.009,2.08,0,25144,0.0417,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/26/2020,727,70,76.143,20,8,2.429,0.516,0.05,0.014,2.04,0,0,0.0407,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/27/2020,887,160,91.857,20,0,2.286,0.63,0.114,0.014,2.09,0,27688,0.0483,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/28/2020,987,100,93.857,24,4,2.857,0.701,0.071,0.017,2.05,0,0,0.0428,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/29/2020,1024,37,89.714,27,3,2.857,0.727,0.026,0.019,2.12,0,0,0.036,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/30/2020,1251,227,107.429,32,5,3.143,0.889,0.161,0.023,2.31,0,0,0.0439,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,3/31/2020,1397,146,123,35,3,3.571,0.992,0.104,0.025,2.46,0,0,0.0423,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/1/2020,1998,601,191.571,58,23,6.571,1.419,0.427,0.041,2.64,0,0,0.069,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/2/2020,2543,545,259.429,72,14,7.429,1.807,0.387,0.051,2.5,0,47951,0.0843,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/3/2020,2567,24,240,72,0,7.429,1.824,0.017,0.051,2.29,0,69245,0.0404,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/4/2020,3082,515,299.286,86,14,8.857,2.19,0.366,0.061,2.29,0,79950,0.0429,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/5/2020,3588,506,366.286,99,13,10.286,2.549,0.359,0.07,2.29,0,89534,0.0465,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/6/2020,4778,1190,503.857,136,37,14.857,3.395,0.845,0.097,2.26,0,101068,0.0558,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/7/2020,5311,533,559.143,150,14,16.429,3.773,0.379,0.107,2.07,0,114015,0.0537,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/8/2020,5916,605,559.714,178,28,17.143,4.203,0.43,0.126,1.9,0,127919,0.047,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/9/2020,6725,809,597.429,226,48,22,4.778,0.575,0.161,1.82,0,144910,0.0431,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/10/2020,7598,873,718.714,246,20,24.857,5.398,0.62,0.175,1.76,0,161330,0.0546,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/11/2020,8446,848,766.286,288,42,28.857,6,0.602,0.205,1.67,0,179374,0.054,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/12/2020,9205,759,802.429,331,43,33.143,6.54,0.539,0.235,1.63,0,195748,0.0529,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/13/2020,10453,1248,810.714,358,27,31.714,7.426,0.887,0.254,1.59,0,217554,0.0487,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/14/2020,11487,1034,882.286,393,35,34.714,8.161,0.735,0.279,1.54,0,244893,0.0472,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/15/2020,12322,835,915.143,405,12,32.429,8.754,0.593,0.288,1.47,0,274599,0.0437,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/16/2020,13430,1108,957.857,448,43,31.714,9.541,0.787,0.318,1.45,0,302956,0.0424,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/17/2020,14352,922,964.857,486,38,34.286,10.196,0.655,0.345,1.45,0,335123,0.0389,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/18/2020,15722,1370,1039.429,521,35,33.286,11.17,0.973,0.37,1.46,0,372123,0.0377,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/19/2020,17615,1893,1201.429,559,38,32.571,12.515,1.345,0.397,1.47,0,401586,0.0409,samples tested,0,0,0,0,0,100,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/20/2020,18539,924,1155.143,592,33,33.429,13.171,0.656,0.421,1.39,0,0,0.0377,samples tested,0,0,0,0,0,96.3,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/21/2020,20080,1541,1227.571,645,53,36,14.266,1.095,0.458,1.39,0,462621,0.0395,samples tested,0,0,0,0,0,96.3,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/22/2020,21370,1290,1292.571,681,36,39.429,15.182,0.916,0.484,1.35,0,0,0.0437,samples tested,0,0,0,0,0,96.3,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/23/2020,23077,1707,1378.143,721,40,39,16.395,1.213,0.512,1.35,0,500542,0.0488,samples tested,0,0,0,0,0,96.3,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/24/2020,24530,1453,1454,780,59,42,17.427,1.032,0.554,1.34,0,541789,0.0492,samples tested,0,0,0,0,0,96.3,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/25/2020,26283,1753,1508.714,825,45,43.429,18.673,1.245,0.586,1.33,0,579957,0.0508,samples tested,0,0,0,0,0,96.3,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/26/2020,27890,1607,1467.857,881,56,46,19.814,1.142,0.626,1.32,0,625309,0.0459,samples tested,0,0,0,0,0,96.3,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/27/2020,29451,1561,1558.857,939,58,49.571,20.923,1.109,0.667,1.31,0,665819,0.0467,samples tested,0,0,0,0,0,96.3,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/28/2020,31324,1873,1606.286,1008,69,51.857,22.254,1.331,0.716,1.33,0,716733,0.0442,samples tested,0,0,0,0,0,96.3,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/29/2020,33062,1738,1670.286,1079,71,56.857,23.489,1.235,0.767,1.34,0,770764,0.0404,samples tested,0,0,0,0,0,96.3,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,4/30/2020,34863,1801,1683.714,1154,75,61.857,24.768,1.28,0.82,1.37,0,830201,0.0358,samples tested,0,0,0,0,0,96.3,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/1/2020,37257,2394,1818.143,1223,69,63.286,26.469,1.701,0.869,1.42,0,902654,0.0353,samples tested,0,0,0,0,0,96.3,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/2/2020,39699,2442,1916.571,1323,100,71.143,28.204,1.735,0.94,1.45,0,976363,0.0338,samples tested,0,0,0,0,0,96.3,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/3/2020,42505,2806,2087.857,1391,68,72.857,30.198,1.994,0.988,1.48,0,1046450,0.0347,samples tested,0,0,0,0,0,96.3,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/4/2020,46437,3932,2426.571,1566,175,89.571,32.991,2.793,1.113,1.5,0,1107233,0.0385,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/5/2020,49400,2963,2582.286,1693,127,97.857,35.096,2.105,1.203,1.47,0,1191946,0.038,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/6/2020,52987,3587,2846.429,1785,92,100.857,37.644,2.548,1.268,1.43,0,1276781,0.0394,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/7/2020,56351,3364,3069.714,1889,104,105,40.034,2.39,1.342,1.39,0,1357413,0.0408,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/8/2020,59695,3344,3205.429,1985,96,108.857,42.41,2.376,1.41,1.36,0,1437788,0.0419,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/9/2020,62808,3113,3301.286,2101,116,111.143,44.622,2.212,1.493,1.33,0,1523213,0.0423,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/10/2020,67161,4353,3522.286,2212,111,117.286,47.714,3.093,1.572,1.33,0,1609037,0.0438,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/11/2020,70768,3607,3475.857,2294,82,104,50.277,2.563,1.63,1.3,0,1673688,0.043,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/12/2020,74292,3524,3556,2415,121,103.143,52.781,2.504,1.716,1.28,0,1759579,0.0439,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/13/2020,78055,3763,3581.143,2551,136,109.429,55.454,2.673,1.812,1.27,0,1854250,0.0434,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/14/2020,81997,3942,3663.714,2649,98,108.571,58.255,2.801,1.882,1.27,0,1947041,0.0435,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/15/2020,85784,3787,3727,2753,104,109.714,60.945,2.69,1.956,1.28,0,2039952,0.0433,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/16/2020,90648,4864,3977.143,2871,118,110,64.401,3.456,2.04,1.31,0,2134277,0.0456,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/17/2020,95698,5050,4076.714,3025,154,116.143,67.988,3.588,2.149,1.32,0,2227642,0.0461,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/18/2020,100328,4630,4222.857,3156,131,123.143,71.278,3.289,2.242,1.33,0,2302792,0.047,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/19/2020,106475,6147,4597.571,3302,146,126.714,75.645,4.367,2.346,1.35,0,2404267,0.0499,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/20/2020,112028,5553,4853.286,3434,132,126.143,79.59,3.945,2.44,1.34,0,2512388,0.0516,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/21/2020,118226,6198,5175.571,3584,150,133.571,83.993,4.403,2.546,1.34,0,2615920,0.0542,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/22/2020,124794,6568,5572.857,3726,142,139,88.66,4.666,2.647,1.33,0,2719434,0.0574,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/23/2020,131423,6629,5825,3868,142,142.429,93.369,4.71,2.748,1.31,0,2834798,0.0582,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/24/2020,138536,7113,6119.714,4024,156,142.714,98.423,5.053,2.859,1.29,0,2943421,0.0598,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/25/2020,144950,6414,6374.571,4172,148,145.143,102.979,4.557,2.964,1.27,0,3033591,0.0611,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/26/2020,150793,5843,6331.143,4344,172,148.857,107.13,4.151,3.086,1.26,0,3126119,0.0614,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/27/2020,158086,7293,6579.714,4534,190,157.143,112.312,5.181,3.221,1.26,0,3242160,0.0631,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
IND,Asia,India,5/28/2020,165386,7300,6737.143,4711,177,161,117.498,5.186,3.347,1.26,0,3362136,0.0632,samples tested,0,0,0,0,0,81.94,1407563842,450.419,5.989,3.414,6426.674,282.28,10.39,0.53,69.66,0.645
